Aligned file name	VFB ind name	VFBid
JFRC2_VT034626_GAL4_attP2_2_bridge.nrrd 	VDRC_VT034626_GAL4_attP2_2	VFB_00040563
JFRC2_VT034627_GAL4_attP2_1_bridge.nrrd 	VDRC_VT034627_GAL4_attP2_1	VFB_00040564
JFRC2_VT034628_GAL4_attP2_1_bridge.nrrd 	VDRC_VT034628_GAL4_attP2_1	VFB_00040565
JFRC2_VT034628_GAL4_attP2_3_bridge.nrrd 	VDRC_VT034628_GAL4_attP2_3	VFB_00040566
JFRC2_VT034628_LexAGAD_attP2_1_bridge.nrrd 	VDRC_VT034628_LexAGAD_attP2_1	VFB_00040567
JFRC2_VT034630_GAL4_attP2_1_bridge.nrrd 	VDRC_VT034630_GAL4_attP2_1	VFB_00040568
JFRC2_VT034630_GAL4_attP2_2_bridge.nrrd 	VDRC_VT034630_GAL4_attP2_2	VFB_00040569
JFRC2_VT034630_GAL4_attP2_3_bridge.nrrd 	VDRC_VT034630_GAL4_attP2_3	VFB_00040570
JFRC2_VT034630_LexAGAD_attP40_1_bridge.nrrd 	VDRC_VT034630_LexAGAD_attP40_1	VFB_00040571
JFRC2_VT034630_LexAGAD_attP40_2_bridge.nrrd 	VDRC_VT034630_LexAGAD_attP40_2	VFB_00040572
JFRC2_VT034631_GAL4_attP2_1_bridge.nrrd 	VDRC_VT034631_GAL4_attP2_1	VFB_00040573
JFRC2_VT034631_GAL4_attP2_3_bridge.nrrd 	VDRC_VT034631_GAL4_attP2_3	VFB_00040574
JFRC2_VT034631_LexAGAD_attP40_3_bridge.nrrd 	VDRC_VT034631_LexAGAD_attP40_3	VFB_00040575
JFRC2_VT034631_LexAGAD_attP40_4_bridge.nrrd 	VDRC_VT034631_LexAGAD_attP40_4	VFB_00040576
JFRC2_VT034654_GAL4_attP2_1_bridge.nrrd 	VDRC_VT034654_GAL4_attP2_1	VFB_00040577
JFRC2_VT034654_GAL4_attP2_2_bridge.nrrd 	VDRC_VT034654_GAL4_attP2_2	VFB_00040578
JFRC2_VT034665_LexAGAD_attP40_1_bridge.nrrd 	VDRC_VT034665_LexAGAD_attP40_1	VFB_00040579
JFRC2_VT034665_LexAGAD_attP40_2_bridge.nrrd 	VDRC_VT034665_LexAGAD_attP40_2	VFB_00040580
JFRC2_VT034695_GAL4_attP2_1_bridge.nrrd 	VDRC_VT034695_GAL4_attP2_1	VFB_00040581
JFRC2_VT034695_GAL4_attP2_2_bridge.nrrd 	VDRC_VT034695_GAL4_attP2_2	VFB_00040582
JFRC2_VT034695_GAL4_attP2_3_bridge.nrrd 	VDRC_VT034695_GAL4_attP2_3	VFB_00040583
JFRC2_VT034703_GAL4_attP2_1_bridge.nrrd 	VDRC_VT034703_GAL4_attP2_1	VFB_00040584
JFRC2_VT034703_GAL4_attP2_2_bridge.nrrd 	VDRC_VT034703_GAL4_attP2_2	VFB_00040585
JFRC2_VT034703_LexAGAD_attP2_2_bridge.nrrd 	VDRC_VT034703_LexAGAD_attP2_2	VFB_00040586
JFRC2_VT034703_LexAGAD_attP40_1_bridge.nrrd 	VDRC_VT034703_LexAGAD_attP40_1	VFB_00040587
JFRC2_VT034703_LexAGAD_attP40_2_bridge.nrrd 	VDRC_VT034703_LexAGAD_attP40_2	VFB_00040588
JFRC2_VT034703_LexAGAD_attP40_3_bridge.nrrd 	VDRC_VT034703_LexAGAD_attP40_3	VFB_00040589
JFRC2_VT034787_GAL4_attP2_2_bridge.nrrd 	VDRC_VT034787_GAL4_attP2_2	VFB_00040590
JFRC2_VT034795_GAL4_attP2_1_bridge.nrrd 	VDRC_VT034795_GAL4_attP2_1	VFB_00040591
JFRC2_VT034795_GAL4_attP2_2_bridge.nrrd 	VDRC_VT034795_GAL4_attP2_2	VFB_00040592
JFRC2_VT034795_LexAGAD_attP40_2_bridge.nrrd 	VDRC_VT034795_LexAGAD_attP40_2	VFB_00040593
JFRC2_VT034795_LexAGAD_attP40_3_bridge.nrrd 	VDRC_VT034795_LexAGAD_attP40_3	VFB_00040594
JFRC2_VT034795_LexAGAD_attP40_4_bridge.nrrd 	VDRC_VT034795_LexAGAD_attP40_4	VFB_00040595
JFRC2_VT034796_GAL4_attP2_1_bridge.nrrd 	VDRC_VT034796_GAL4_attP2_1	VFB_00040596
JFRC2_VT034796_GAL4_attP2_2_bridge.nrrd 	VDRC_VT034796_GAL4_attP2_2	VFB_00040597
JFRC2_VT034799_GAL4_attP2_3_bridge.nrrd 	VDRC_VT034799_GAL4_attP2_3	VFB_00040598
JFRC2_VT034801_GAL4_attP2_1_bridge.nrrd 	VDRC_VT034801_GAL4_attP2_1	VFB_00040599
JFRC2_VT034801_GAL4_attP2_2_bridge.nrrd 	VDRC_VT034801_GAL4_attP2_2	VFB_00040600
JFRC2_VT034801_GAL4_attP2_3_bridge.nrrd 	VDRC_VT034801_GAL4_attP2_3	VFB_00040601
JFRC2_VT034801_GAL4_attP2_4_bridge.nrrd 	VDRC_VT034801_GAL4_attP2_4	VFB_00040602
JFRC2_VT034801_LexAGAD_attP40_1_bridge.nrrd 	VDRC_VT034801_LexAGAD_attP40_1	VFB_00040603
JFRC2_VT034801_LexAGAD_attP40_2_bridge.nrrd 	VDRC_VT034801_LexAGAD_attP40_2	VFB_00040604
JFRC2_VT034802_GAL4_attP2_4_bridge.nrrd 	VDRC_VT034802_GAL4_attP2_4	VFB_00040605
JFRC2_VT034803_GAL4_attP2_2_bridge.nrrd 	VDRC_VT034803_GAL4_attP2_2	VFB_00040606
JFRC2_VT034803_GAL4_attP2_3_bridge.nrrd 	VDRC_VT034803_GAL4_attP2_3	VFB_00040607
JFRC2_VT034804_GAL4_attP2_5_bridge.nrrd 	VDRC_VT034804_GAL4_attP2_5	VFB_00040608
JFRC2_VT034804_GAL4_attP2_7_bridge.nrrd 	VDRC_VT034804_GAL4_attP2_7	VFB_00040609
JFRC2_VT034804_GAL4_attP2_8_bridge.nrrd 	VDRC_VT034804_GAL4_attP2_8	VFB_00040610
JFRC2_VT034805_LexAGAD_attP40_1_bridge.nrrd 	VDRC_VT034805_LexAGAD_attP40_1	VFB_00040611
JFRC2_VT034805_LexAGAD_attP40_2_bridge.nrrd 	VDRC_VT034805_LexAGAD_attP40_2	VFB_00040612
JFRC2_VT034808_GAL4_attP2_1_bridge.nrrd 	VDRC_VT034808_GAL4_attP2_1	VFB_00040613
JFRC2_VT034808_LexAGAD_attP40_2_bridge.nrrd 	VDRC_VT034808_LexAGAD_attP40_2	VFB_00040614
JFRC2_VT034811_GAL4_attP2_1_bridge.nrrd 	VDRC_VT034811_GAL4_attP2_1	VFB_00040615
JFRC2_VT034811_GAL4_attP2_2_bridge.nrrd 	VDRC_VT034811_GAL4_attP2_2	VFB_00040616
JFRC2_VT034811_LexAGAD_attP40_1_bridge.nrrd 	VDRC_VT034811_LexAGAD_attP40_1	VFB_00040617
JFRC2_VT034811_LexAGAD_attP40_2_bridge.nrrd 	VDRC_VT034811_LexAGAD_attP40_2	VFB_00040618
JFRC2_VT034812_GAL4_attP2_2_bridge.nrrd 	VDRC_VT034812_GAL4_attP2_2	VFB_00040619
JFRC2_VT034812_GAL4_attP2_3_bridge.nrrd 	VDRC_VT034812_GAL4_attP2_3	VFB_00040620
JFRC2_VT034813_GAL4_attP2_1_bridge.nrrd 	VDRC_VT034813_GAL4_attP2_1	VFB_00040621
JFRC2_VT034815_GAL4_attP2_1_bridge.nrrd 	VDRC_VT034815_GAL4_attP2_1	VFB_00040622
JFRC2_VT034815_GAL4_attP2_2_bridge.nrrd 	VDRC_VT034815_GAL4_attP2_2	VFB_00040623
JFRC2_VT034816_GAL4_attP2_1_bridge.nrrd 	VDRC_VT034816_GAL4_attP2_1	VFB_00040624
JFRC2_VT034816_GAL4_attP2_2_bridge.nrrd 	VDRC_VT034816_GAL4_attP2_2	VFB_00040625
JFRC2_VT034817_GAL4_attP2_1_bridge.nrrd 	VDRC_VT034817_GAL4_attP2_1	VFB_00040626
JFRC2_VT034818_GAL4_attP2_1_bridge.nrrd 	VDRC_VT034818_GAL4_attP2_1	VFB_00040627
JFRC2_VT034818_GAL4_attP2_2_bridge.nrrd 	VDRC_VT034818_GAL4_attP2_2	VFB_00040628
JFRC2_VT034818_GAL4_attP2_3_bridge.nrrd 	VDRC_VT034818_GAL4_attP2_3	VFB_00040629
JFRC2_VT034884_GAL4_attP2_1_bridge.nrrd 	VDRC_VT034884_GAL4_attP2_1	VFB_00040630
JFRC2_VT034884_GAL4_attP2_2_bridge.nrrd 	VDRC_VT034884_GAL4_attP2_2	VFB_00040631
JFRC2_VT034936_GAL4_attP2_1_bridge.nrrd 	VDRC_VT034936_GAL4_attP2_1	VFB_00040632
JFRC2_VT034936_GAL4_attP2_2_bridge.nrrd 	VDRC_VT034936_GAL4_attP2_2	VFB_00040633
JFRC2_VT034974_LexAGAD_attP40_1_bridge.nrrd 	VDRC_VT034974_LexAGAD_attP40_1	VFB_00040634
JFRC2_VT034974_LexAGAD_attP40_2_bridge.nrrd 	VDRC_VT034974_LexAGAD_attP40_2	VFB_00040635
JFRC2_VT035032_GAL4_attP2_3_bridge.nrrd 	VDRC_VT035032_GAL4_attP2_3	VFB_00040636
JFRC2_VT035165_GAL4_attP2_3_bridge.nrrd 	VDRC_VT035165_GAL4_attP2_3	VFB_00040637
JFRC2_VT035178_GAL4_attP2_1_bridge.nrrd 	VDRC_VT035178_GAL4_attP2_1	VFB_00040638
JFRC2_VT035178_GAL4_attP2_2_bridge.nrrd 	VDRC_VT035178_GAL4_attP2_2	VFB_00040639
JFRC2_VT035181_GAL4_attP2_2_bridge.nrrd 	VDRC_VT035181_GAL4_attP2_2	VFB_00040640
JFRC2_VT035181_GAL4_attP2_3_bridge.nrrd 	VDRC_VT035181_GAL4_attP2_3	VFB_00040641
JFRC2_VT035184_GAL4_attP2_1_bridge.nrrd 	VDRC_VT035184_GAL4_attP2_1	VFB_00040642
JFRC2_VT035184_GAL4_attP2_2_bridge.nrrd 	VDRC_VT035184_GAL4_attP2_2	VFB_00040643
JFRC2_VT035185_GAL4_attP2_1_bridge.nrrd 	VDRC_VT035185_GAL4_attP2_1	VFB_00040644
JFRC2_VT035188_GAL4_attP2_3_bridge.nrrd 	VDRC_VT035188_GAL4_attP2_3	VFB_00040645
JFRC2_VT035189_GAL4_attP2_4_bridge.nrrd 	VDRC_VT035189_GAL4_attP2_4	VFB_00040646
JFRC2_VT035189_GAL4_attP2_5_bridge.nrrd 	VDRC_VT035189_GAL4_attP2_5	VFB_00040647
JFRC2_VT035190_GAL4_attP2_1_bridge.nrrd 	VDRC_VT035190_GAL4_attP2_1	VFB_00040648
JFRC2_VT035202_GAL4_attP2_1_bridge.nrrd 	VDRC_VT035202_GAL4_attP2_1	VFB_00040649
JFRC2_VT035202_GAL4_attP2_2_bridge.nrrd 	VDRC_VT035202_GAL4_attP2_2	VFB_00040650
JFRC2_VT035202_GAL4_attP2_3_bridge.nrrd 	VDRC_VT035202_GAL4_attP2_3	VFB_00040651
JFRC2_VT035208_GAL4_attP2_1_bridge.nrrd 	VDRC_VT035208_GAL4_attP2_1	VFB_00040652
JFRC2_VT035208_GAL4_attP2_2_bridge.nrrd 	VDRC_VT035208_GAL4_attP2_2	VFB_00040653
JFRC2_VT035215_LexAGAD_attP40_1_bridge.nrrd 	VDRC_VT035215_LexAGAD_attP40_1	VFB_00040654
JFRC2_VT035215_LexAGAD_attP40_2_bridge.nrrd 	VDRC_VT035215_LexAGAD_attP40_2	VFB_00040655
JFRC2_VT035217_GAL4_attP2_1_bridge.nrrd 	VDRC_VT035217_GAL4_attP2_1	VFB_00040656
JFRC2_VT035217_GAL4_attP2_3_bridge.nrrd 	VDRC_VT035217_GAL4_attP2_3	VFB_00040657
JFRC2_VT035219_GAL4_attP2_2_bridge.nrrd 	VDRC_VT035219_GAL4_attP2_2	VFB_00040658
JFRC2_VT035220_GAL4_attP2_1_bridge.nrrd 	VDRC_VT035220_GAL4_attP2_1	VFB_00040659
JFRC2_VT035224_GAL4_attP2_1_bridge.nrrd 	VDRC_VT035224_GAL4_attP2_1	VFB_00040660
JFRC2_VT035224_GAL4_attP2_2_bridge.nrrd 	VDRC_VT035224_GAL4_attP2_2	VFB_00040661
JFRC2_VT035224_GAL4_attP2_3_bridge.nrrd 	VDRC_VT035224_GAL4_attP2_3	VFB_00040662
JFRC2_VT035275_LexAGAD_attP40_1_bridge.nrrd 	VDRC_VT035275_LexAGAD_attP40_1	VFB_00040663
JFRC2_VT035275_LexAGAD_attP40_2_bridge.nrrd 	VDRC_VT035275_LexAGAD_attP40_2	VFB_00040664
JFRC2_VT035457_LexAGAD_attP40_2_bridge.nrrd 	VDRC_VT035457_LexAGAD_attP40_2	VFB_00040665
JFRC2_VT035558_GAL4_attP2_2_bridge.nrrd 	VDRC_VT035558_GAL4_attP2_2	VFB_00040666
JFRC2_VT035629_GAL4_attP2_1_bridge.nrrd 	VDRC_VT035629_GAL4_attP2_1	VFB_00040667
JFRC2_VT035629_GAL4_attP2_2_bridge.nrrd 	VDRC_VT035629_GAL4_attP2_2	VFB_00040668
JFRC2_VT035631_GAL4_attP2_1_bridge.nrrd 	VDRC_VT035631_GAL4_attP2_1	VFB_00040669
JFRC2_VT035631_GAL4_attP2_2_bridge.nrrd 	VDRC_VT035631_GAL4_attP2_2	VFB_00040670
JFRC2_VT035633_GAL4_attP2_1_bridge.nrrd 	VDRC_VT035633_GAL4_attP2_1	VFB_00040671
JFRC2_VT036083_LexAGAD_attP40_2_bridge.nrrd 	VDRC_VT036083_LexAGAD_attP40_2	VFB_00040672
JFRC2_VT036266_GAL4_attP2_2_bridge.nrrd 	VDRC_VT036266_GAL4_attP2_2	VFB_00040673
JFRC2_VT036266_GAL4_attP2_3_bridge.nrrd 	VDRC_VT036266_GAL4_attP2_3	VFB_00040674
JFRC2_VT036266_LexAGAD_attP2_1_bridge.nrrd 	VDRC_VT036266_LexAGAD_attP2_1	VFB_00040675
JFRC2_VT036266_LexAGAD_attP2_2_bridge.nrrd 	VDRC_VT036266_LexAGAD_attP2_2	VFB_00040676
JFRC2_VT036266_LexAGAD_attP40_2_bridge.nrrd 	VDRC_VT036266_LexAGAD_attP40_2	VFB_00040677
JFRC2_VT036267_GAL4_attP2_1_bridge.nrrd 	VDRC_VT036267_GAL4_attP2_1	VFB_00040678
JFRC2_VT036267_GAL4_attP2_4_bridge.nrrd 	VDRC_VT036267_GAL4_attP2_4	VFB_00040679
JFRC2_VT036267_GAL4_attP2_5_bridge.nrrd 	VDRC_VT036267_GAL4_attP2_5	VFB_00040680
JFRC2_VT036267_LexAGAD_attP40_2_bridge.nrrd 	VDRC_VT036267_LexAGAD_attP40_2	VFB_00040681
JFRC2_VT036267_LexAGAD_attP40_3_bridge.nrrd 	VDRC_VT036267_LexAGAD_attP40_3	VFB_00040682
JFRC2_VT036268_GAL4_attP2_1_bridge.nrrd 	VDRC_VT036268_GAL4_attP2_1	VFB_00040683
JFRC2_VT036268_GAL4_attP2_2_bridge.nrrd 	VDRC_VT036268_GAL4_attP2_2	VFB_00040684
JFRC2_VT036268_LexAGAD_attP2_1_bridge.nrrd 	VDRC_VT036268_LexAGAD_attP2_1	VFB_00040685
JFRC2_VT036268_LexAGAD_attP2_2_bridge.nrrd 	VDRC_VT036268_LexAGAD_attP2_2	VFB_00040686
JFRC2_VT036269_GAL4_attP2_2_bridge.nrrd 	VDRC_VT036269_GAL4_attP2_2	VFB_00040687
JFRC2_VT036271_GAL4_attP2_2_bridge.nrrd 	VDRC_VT036271_GAL4_attP2_2	VFB_00040688
JFRC2_VT036271_GAL4_attP2_4_bridge.nrrd 	VDRC_VT036271_GAL4_attP2_4	VFB_00040689
JFRC2_VT036271_LexAGAD_attP40_1_bridge.nrrd 	VDRC_VT036271_LexAGAD_attP40_1	VFB_00040690
JFRC2_VT036271_LexAGAD_attP40_2_bridge.nrrd 	VDRC_VT036271_LexAGAD_attP40_2	VFB_00040691
JFRC2_VT036272_GAL4_attP2_2_bridge.nrrd 	VDRC_VT036272_GAL4_attP2_2	VFB_00040692
JFRC2_VT036272_GAL4_attP2_3_bridge.nrrd 	VDRC_VT036272_GAL4_attP2_3	VFB_00040693
JFRC2_VT036275_GAL4_attP2_1_bridge.nrrd 	VDRC_VT036275_GAL4_attP2_1	VFB_00040694
JFRC2_VT036275_GAL4_attP2_2_bridge.nrrd 	VDRC_VT036275_GAL4_attP2_2	VFB_00040695
JFRC2_VT036276_GAL4_attP2_1_bridge.nrrd 	VDRC_VT036276_GAL4_attP2_1	VFB_00040696
JFRC2_VT036276_GAL4_attP2_2_bridge.nrrd 	VDRC_VT036276_GAL4_attP2_2	VFB_00040697
JFRC2_VT036276_GAL4_attP2_3_bridge.nrrd 	VDRC_VT036276_GAL4_attP2_3	VFB_00040698
JFRC2_VT036276_GAL4_attP2_4_bridge.nrrd 	VDRC_VT036276_GAL4_attP2_4	VFB_00040699
JFRC2_VT036290_LexAGAD_attP40_1_bridge.nrrd 	VDRC_VT036290_LexAGAD_attP40_1	VFB_00040700
JFRC2_VT036290_LexAGAD_attP40_2_bridge.nrrd 	VDRC_VT036290_LexAGAD_attP40_2	VFB_00040701
JFRC2_VT036296_LexAGAD_attP40_1_bridge.nrrd 	VDRC_VT036296_LexAGAD_attP40_1	VFB_00040702
JFRC2_VT036298_GAL4_attP2_1_bridge.nrrd 	VDRC_VT036298_GAL4_attP2_1	VFB_00040703
JFRC2_VT036298_GAL4_attP2_2_bridge.nrrd 	VDRC_VT036298_GAL4_attP2_2	VFB_00040704
JFRC2_VT036298_GAL4_attP2_3_bridge.nrrd 	VDRC_VT036298_GAL4_attP2_3	VFB_00040705
JFRC2_VT036298_GAL4_attP2_4_bridge.nrrd 	VDRC_VT036298_GAL4_attP2_4	VFB_00040706
JFRC2_VT036301_GAL4_attP2_1_bridge.nrrd 	VDRC_VT036301_GAL4_attP2_1	VFB_00040707
JFRC2_VT036301_GAL4_attP2_2_bridge.nrrd 	VDRC_VT036301_GAL4_attP2_2	VFB_00040708
JFRC2_VT036301_GAL4_attP2_3_bridge.nrrd 	VDRC_VT036301_GAL4_attP2_3	VFB_00040709
JFRC2_VT036302_GAL4_attP2_1_bridge.nrrd 	VDRC_VT036302_GAL4_attP2_1	VFB_00040710
JFRC2_VT036304_GAL4_attP2_1_bridge.nrrd 	VDRC_VT036304_GAL4_attP2_1	VFB_00040711
JFRC2_VT036304_GAL4_attP2_2_bridge.nrrd 	VDRC_VT036304_GAL4_attP2_2	VFB_00040712
JFRC2_VT036346_LexAGAD_attP40_1_bridge.nrrd 	VDRC_VT036346_LexAGAD_attP40_1	VFB_00040713
JFRC2_VT036346_LexAGAD_attP40_2_bridge.nrrd 	VDRC_VT036346_LexAGAD_attP40_2	VFB_00040714
JFRC2_VT036347_GAL4_attP2_2_bridge.nrrd 	VDRC_VT036347_GAL4_attP2_2	VFB_00040715
JFRC2_VT036348_GAL4_attP2_2_bridge.nrrd 	VDRC_VT036348_GAL4_attP2_2	VFB_00040716
JFRC2_VT036352_GAL4_attP2_1_bridge.nrrd 	VDRC_VT036352_GAL4_attP2_1	VFB_00040717
JFRC2_VT036352_GAL4_attP2_2_bridge.nrrd 	VDRC_VT036352_GAL4_attP2_2	VFB_00040718
JFRC2_VT036401_LexAGAD_attP40_2_bridge.nrrd 	VDRC_VT036401_LexAGAD_attP40_2	VFB_00040719
JFRC2_VT036401_LexAGAD_attP40_3_bridge.nrrd 	VDRC_VT036401_LexAGAD_attP40_3	VFB_00040720
JFRC2_VT036543_GAL4_attP2_1_bridge.nrrd 	VDRC_VT036543_GAL4_attP2_1	VFB_00040721
JFRC2_VT036557_LexAGAD_attP40_1_bridge.nrrd 	VDRC_VT036557_LexAGAD_attP40_1	VFB_00040722
JFRC2_VT036557_LexAGAD_attP40_2_bridge.nrrd 	VDRC_VT036557_LexAGAD_attP40_2	VFB_00040723
JFRC2_VT036574_GAL4_attP2_1_bridge.nrrd 	VDRC_VT036574_GAL4_attP2_1	VFB_00040724
JFRC2_VT036574_GAL4_attP2_2_bridge.nrrd 	VDRC_VT036574_GAL4_attP2_2	VFB_00040725
JFRC2_VT036575_GAL4_attP2_2_bridge.nrrd 	VDRC_VT036575_GAL4_attP2_2	VFB_00040726
JFRC2_VT036575_GAL4_attP2_3_bridge.nrrd 	VDRC_VT036575_GAL4_attP2_3	VFB_00040727
JFRC2_VT036615_GAL4_attP2_1_bridge.nrrd 	VDRC_VT036615_GAL4_attP2_1	VFB_00040728
JFRC2_VT036615_GAL4_attP2_2_bridge.nrrd 	VDRC_VT036615_GAL4_attP2_2	VFB_00040729
JFRC2_VT036616_GAL4_attP2_1_bridge.nrrd 	VDRC_VT036616_GAL4_attP2_1	VFB_00040730
JFRC2_VT036616_GAL4_attP2_3_bridge.nrrd 	VDRC_VT036616_GAL4_attP2_3	VFB_00040731
JFRC2_VT036616_LexAGAD_attP2_2_bridge.nrrd 	VDRC_VT036616_LexAGAD_attP2_2	VFB_00040732
JFRC2_VT036637_LexAGAD_attP40_1_bridge.nrrd 	VDRC_VT036637_LexAGAD_attP40_1	VFB_00040733
JFRC2_VT036637_LexAGAD_attP40_2_bridge.nrrd 	VDRC_VT036637_LexAGAD_attP40_2	VFB_00040734
JFRC2_VT036645_LexAGAD_attP40_1_bridge.nrrd 	VDRC_VT036645_LexAGAD_attP40_1	VFB_00040735
JFRC2_VT036645_LexAGAD_attP40_2_bridge.nrrd 	VDRC_VT036645_LexAGAD_attP40_2	VFB_00040736
JFRC2_VT036671_GAL4_attP2_2_bridge.nrrd 	VDRC_VT036671_GAL4_attP2_2	VFB_00040737
JFRC2_VT036671_GAL4_attP2_3_bridge.nrrd 	VDRC_VT036671_GAL4_attP2_3	VFB_00040738
JFRC2_VT036704_LexAGAD_attP40_1_bridge.nrrd 	VDRC_VT036704_LexAGAD_attP40_1	VFB_00040739
JFRC2_VT036704_LexAGAD_attP40_2_bridge.nrrd 	VDRC_VT036704_LexAGAD_attP40_2	VFB_00040740
JFRC2_VT036730_LexAGAD_attP40_1_bridge.nrrd 	VDRC_VT036730_LexAGAD_attP40_1	VFB_00040741
JFRC2_VT036730_LexAGAD_attP40_2_bridge.nrrd 	VDRC_VT036730_LexAGAD_attP40_2	VFB_00040742
JFRC2_VT036738_LexAGAD_attP40_1_bridge.nrrd 	VDRC_VT036738_LexAGAD_attP40_1	VFB_00040743
JFRC2_VT036738_LexAGAD_attP40_2_bridge.nrrd 	VDRC_VT036738_LexAGAD_attP40_2	VFB_00040744
JFRC2_VT036761_GAL4_attP2_2_bridge.nrrd 	VDRC_VT036761_GAL4_attP2_2	VFB_00040745
JFRC2_VT036761_GAL4_attP2_3_bridge.nrrd 	VDRC_VT036761_GAL4_attP2_3	VFB_00040746
JFRC2_VT036771_GAL4_attP2_1_bridge.nrrd 	VDRC_VT036771_GAL4_attP2_1	VFB_00040747
JFRC2_VT036771_GAL4_attP2_2_bridge.nrrd 	VDRC_VT036771_GAL4_attP2_2	VFB_00040748
JFRC2_VT036772_GAL4_attP2_1_bridge.nrrd 	VDRC_VT036772_GAL4_attP2_1	VFB_00040749
JFRC2_VT036772_GAL4_attP2_2_bridge.nrrd 	VDRC_VT036772_GAL4_attP2_2	VFB_00040750
JFRC2_VT036774_GAL4_attP2_1_bridge.nrrd 	VDRC_VT036774_GAL4_attP2_1	VFB_00040751
JFRC2_VT036774_GAL4_attP2_2_bridge.nrrd 	VDRC_VT036774_GAL4_attP2_2	VFB_00040752
JFRC2_VT036776_GAL4_attP2_1_bridge.nrrd 	VDRC_VT036776_GAL4_attP2_1	VFB_00040753
JFRC2_VT036776_GAL4_attP2_2_bridge.nrrd 	VDRC_VT036776_GAL4_attP2_2	VFB_00040754
JFRC2_VT036777_GAL4_attP2_3_bridge.nrrd 	VDRC_VT036777_GAL4_attP2_3	VFB_00040755
JFRC2_VT036777_GAL4_attP2_4_bridge.nrrd 	VDRC_VT036777_GAL4_attP2_4	VFB_00040756
JFRC2_VT036778_GAL4_attP2_1_bridge.nrrd 	VDRC_VT036778_GAL4_attP2_1	VFB_00040757
JFRC2_VT036778_GAL4_attP2_2_bridge.nrrd 	VDRC_VT036778_GAL4_attP2_2	VFB_00040758
JFRC2_VT036779_GAL4_attP2_1_bridge.nrrd 	VDRC_VT036779_GAL4_attP2_1	VFB_00040759
JFRC2_VT036779_GAL4_attP2_3_bridge.nrrd 	VDRC_VT036779_GAL4_attP2_3	VFB_00040760
JFRC2_VT036781_GAL4_attP2_1_bridge.nrrd 	VDRC_VT036781_GAL4_attP2_1	VFB_00040761
JFRC2_VT036781_GAL4_attP2_2_bridge.nrrd 	VDRC_VT036781_GAL4_attP2_2	VFB_00040762
JFRC2_VT036782_GAL4_attP2_1_bridge.nrrd 	VDRC_VT036782_GAL4_attP2_1	VFB_00040763
JFRC2_VT036782_GAL4_attP2_2_bridge.nrrd 	VDRC_VT036782_GAL4_attP2_2	VFB_00040764
JFRC2_VT036783_GAL4_attP2_1_bridge.nrrd 	VDRC_VT036783_GAL4_attP2_1	VFB_00040765
JFRC2_VT036783_GAL4_attP2_2_bridge.nrrd 	VDRC_VT036783_GAL4_attP2_2	VFB_00040766
JFRC2_VT036784_GAL4_attP2_1_bridge.nrrd 	VDRC_VT036784_GAL4_attP2_1	VFB_00040767
JFRC2_VT036784_GAL4_attP2_4_bridge.nrrd 	VDRC_VT036784_GAL4_attP2_4	VFB_00040768
JFRC2_VT036786_GAL4_attP2_1_bridge.nrrd 	VDRC_VT036786_GAL4_attP2_1	VFB_00040769
JFRC2_VT036786_GAL4_attP2_2_bridge.nrrd 	VDRC_VT036786_GAL4_attP2_2	VFB_00040770
JFRC2_VT036787_GAL4_attP2_3_bridge.nrrd 	VDRC_VT036787_GAL4_attP2_3	VFB_00040771
JFRC2_VT036787_GAL4_attP2_4_bridge.nrrd 	VDRC_VT036787_GAL4_attP2_4	VFB_00040772
JFRC2_VT036788_GAL4_attP2_1_bridge.nrrd 	VDRC_VT036788_GAL4_attP2_1	VFB_00040773
JFRC2_VT036788_GAL4_attP2_2_bridge.nrrd 	VDRC_VT036788_GAL4_attP2_2	VFB_00040774
JFRC2_VT036789_GAL4_attP2_1_bridge.nrrd 	VDRC_VT036789_GAL4_attP2_1	VFB_00040775
JFRC2_VT036790_GAL4_attP2_6_bridge.nrrd 	VDRC_VT036790_GAL4_attP2_6	VFB_00040776
JFRC2_VT036790_GAL4_attP2_8_bridge.nrrd 	VDRC_VT036790_GAL4_attP2_8	VFB_00040777
JFRC2_VT036790_GAL4_attP2_9_bridge.nrrd 	VDRC_VT036790_GAL4_attP2_9	VFB_00040778
JFRC2_VT036791_GAL4_attP2_2_bridge.nrrd 	VDRC_VT036791_GAL4_attP2_2	VFB_00040779
JFRC2_VT036857_GAL4_attP2_1_bridge.nrrd 	VDRC_VT036857_GAL4_attP2_1	VFB_00040780
JFRC2_VT036857_GAL4_attP2_3_bridge.nrrd 	VDRC_VT036857_GAL4_attP2_3	VFB_00040781
JFRC2_VT036863_LexAGAD_attP40_1_bridge.nrrd 	VDRC_VT036863_LexAGAD_attP40_1	VFB_00040782
JFRC2_VT036864_GAL4_attP2_1_bridge.nrrd 	VDRC_VT036864_GAL4_attP2_1	VFB_00040783
JFRC2_VT036864_GAL4_attP2_2_bridge.nrrd 	VDRC_VT036864_GAL4_attP2_2	VFB_00040784
JFRC2_VT036864_GAL4_attP2_3_bridge.nrrd 	VDRC_VT036864_GAL4_attP2_3	VFB_00040785
JFRC2_VT036866_GAL4_attP2_2_bridge.nrrd 	VDRC_VT036866_GAL4_attP2_2	VFB_00040786
JFRC2_VT036868_GAL4_attP2_3_bridge.nrrd 	VDRC_VT036868_GAL4_attP2_3	VFB_00040787
